flight_number,scheduled_departure_date_local,company_id,scheduled_departure_station_code,scheduled_arrival_station_code,num_passengers,num_child,num_stroller_user,lap_child_count,num_special_req,total_num_bags,num_checked_bag,num_transfer_bag,num_hot_transfer_bags,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,departure_country_code,arrival_country_code,delayed_departure_minutes,delayed_arrival_minutes,turnaround_buffer,turnaround_overrun,Is_International,Transfer_Bag_Ratio,Child_Bags_Index,Special_Req_Ratio,Work_Per_Minute,Pax_Per_Minute,Buffer_Ratio,Workload_Index,departure_hour,Time_of_Day,difficulty_operational
3,2025-08-11,UA,ORD,ZRH,112,6,3,1,2,194.0,82.0,100.0,12.0,2025-08-11 15:55:00+00:00,2025-08-12 07:45:00+00:00,2025-08-11 16:13:00+00:00,2025-08-12 08:28:00+00:00,167.0,B767-300,Mainline,270.0,298.0,145.0,US,CH,18.0,43.0,125.0,28.0,1,0.5154639175257731,18,0.017857142857142856,0.7185185185185186,0.4148148148148148,0.46296296296296297,1.1333333333333333,15,Afternoon (11:00 - 16:59),Medium
3,2025-08-12,UA,ORD,ZRH,84,5,1,3,4,180.0,92.0,86.0,2.0,2025-08-12 15:55:00+00:00,2025-08-13 07:45:00+00:00,2025-08-12 16:11:00+00:00,2025-08-13 08:55:00+00:00,167.0,B767-300,Mainline,270.0,316.0,145.0,US,CH,16.0,70.0,125.0,46.0,1,0.4777777777777778,15,0.047619047619047616,0.6666666666666666,0.3111111111111111,0.46296296296296297,0.9777777777777777,15,Afternoon (11:00 - 16:59),Medium
3,2025-08-13,UA,ORD,ZRH,106,4,1,0,2,187.0,51.0,122.0,14.0,2025-08-13 15:55:00+00:00,2025-08-14 07:45:00+00:00,2025-08-13 15:49:00+00:00,2025-08-14 07:30:00+00:00,167.0,B767-300,Mainline,270.0,286.0,145.0,US,CH,-6.0,-15.0,125.0,16.0,1,0.6524064171122995,0,0.018867924528301886,0.6925925925925925,0.3925925925925926,0.46296296296296297,1.0851851851851853,15,Afternoon (11:00 - 16:59),Low
3,2025-08-14,UA,ORD,ZRH,117,6,1,2,2,192.0,71.0,109.0,12.0,2025-08-14 15:55:00+00:00,2025-08-15 07:45:00+00:00,2025-08-14 15:52:00+00:00,2025-08-15 07:36:00+00:00,167.0,B767-300,Mainline,1545.0,1577.0,145.0,US,CH,-3.0,-9.0,1400.0,32.0,1,0.5677083333333334,12,0.017094017094017096,0.12427184466019417,0.07572815533980583,0.9061488673139159,0.2,15,Afternoon (11:00 - 16:59),Low
3,2025-08-15,UA,ORD,ZRH,118,11,3,2,1,186.0,89.0,97.0,0.0,2025-08-15 15:55:00+00:00,2025-08-16 07:45:00+00:00,2025-08-15 15:59:00+00:00,2025-08-16 07:53:00+00:00,167.0,B767-300,Mainline,1355.0,1324.0,145.0,US,CH,4.0,8.0,1210.0,-31.0,1,0.521505376344086,66,0.00847457627118644,0.13726937269372694,0.08708487084870849,0.8929889298892989,0.2243542435424354,15,Afternoon (11:00 - 16:59),Medium
118,2025-08-01,UA,ORD,EDI,113,8,2,0,6,175.0,107.0,68.0,0.0,2025-08-01 18:40:00+00:00,2025-08-02 08:25:00+00:00,2025-08-01 20:02:00+00:00,2025-08-02 09:02:00+00:00,176.0,B757-200,Mainline,90.0,142.0,75.0,US,GB,82.0,37.0,15.0,52.0,1,0.38857142857142857,0,0.05309734513274336,1.9444444444444444,1.2555555555555555,0.16666666666666666,3.2,18,Evening (17:00 - 20:59),HIGH
118,2025-08-02,UA,ORD,EDI,113,6,2,0,4,177.0,107.0,70.0,0.0,2025-08-02 18:40:00+00:00,2025-08-03 08:25:00+00:00,2025-08-02 19:07:00+00:00,2025-08-03 08:34:00+00:00,176.0,B757-200,Mainline,90.0,97.0,75.0,US,GB,27.0,9.0,15.0,7.0,1,0.3954802259887006,0,0.035398230088495575,1.9666666666666666,1.2555555555555555,0.16666666666666666,3.2222222222222223,18,Evening (17:00 - 20:59),HIGH
118,2025-08-03,UA,ORD,EDI,87,5,2,0,7,176.0,61.0,115.0,0.0,2025-08-03 18:40:00+00:00,2025-08-04 08:25:00+00:00,2025-08-03 19:27:00+00:00,2025-08-04 08:25:00+00:00,176.0,B757-200,Mainline,90.0,101.0,75.0,US,GB,47.0,0.0,15.0,11.0,1,0.6534090909090909,0,0.08045977011494253,1.9555555555555555,0.9666666666666667,0.16666666666666666,2.922222222222222,18,Evening (17:00 - 20:59),HIGH
118,2025-08-04,UA,ORD,EDI,99,2,0,0,5,161.0,57.0,104.0,0.0,2025-08-04 18:40:00+00:00,2025-08-05 08:25:00+00:00,2025-08-04 18:39:00+00:00,2025-08-05 08:07:00+00:00,176.0,B757-200,Mainline,90.0,92.0,75.0,US,GB,-1.0,-18.0,15.0,2.0,1,0.6459627329192547,0,0.050505050505050504,1.788888888888889,1.1,0.16666666666666666,2.888888888888889,18,Evening (17:00 - 20:59),Low
118,2025-08-05,UA,ORD,EDI,98,3,0,0,2,119.0,47.0,72.0,0.0,2025-08-05 18:40:00+00:00,2025-08-06 08:25:00+00:00,2025-08-05 18:34:00+00:00,2025-08-06 08:23:00+00:00,176.0,B757-200,Mainline,90.0,97.0,75.0,US,GB,-6.0,-2.0,15.0,7.0,1,0.6050420168067226,0,0.02040816326530612,1.3222222222222222,1.0888888888888888,0.16666666666666666,2.411111111111111,18,Evening (17:00 - 20:59),Low
118,2025-08-06,UA,ORD,EDI,114,11,3,2,4,161.0,56.0,105.0,0.0,2025-08-06 18:40:00+00:00,2025-08-07 08:25:00+00:00,2025-08-06 20:22:00+00:00,2025-08-07 10:05:00+00:00,176.0,B757-200,Mainline,90.0,215.0,75.0,US,GB,102.0,100.0,15.0,125.0,1,0.6521739130434783,66,0.03508771929824561,1.788888888888889,1.2666666666666666,0.16666666666666666,3.0555555555555554,18,Evening (17:00 - 20:59),HIGH
118,2025-08-07,UA,ORD,EDI,114,5,2,0,3,165.0,83.0,82.0,0.0,2025-08-07 18:40:00+00:00,2025-08-08 08:25:00+00:00,2025-08-07 18:54:00+00:00,2025-08-08 08:22:00+00:00,176.0,B757-200,Mainline,90.0,117.0,75.0,US,GB,14.0,-3.0,15.0,27.0,1,0.49696969696969695,0,0.02631578947368421,1.8333333333333333,1.2666666666666666,0.16666666666666666,3.1,18,Evening (17:00 - 20:59),Medium
118,2025-08-08,UA,ORD,EDI,130,3,0,0,2,186.0,85.0,101.0,0.0,2025-08-08 18:40:00+00:00,2025-08-09 08:25:00+00:00,2025-08-08 18:45:00+00:00,2025-08-09 08:28:00+00:00,176.0,B757-200,Mainline,90.0,129.0,75.0,US,GB,5.0,3.0,15.0,39.0,1,0.543010752688172,0,0.015384615384615385,2.066666666666667,1.4444444444444444,0.16666666666666666,3.511111111111111,18,Evening (17:00 - 20:59),Medium
118,2025-08-09,UA,ORD,EDI,113,6,3,2,2,164.0,59.0,105.0,0.0,2025-08-09 18:40:00+00:00,2025-08-10 08:25:00+00:00,2025-08-09 18:45:00+00:00,2025-08-10 08:34:00+00:00,176.0,B757-200,Mainline,275.0,204.0,122.0,US,GB,5.0,9.0,153.0,-71.0,1,0.6402439024390244,36,0.017699115044247787,0.5963636363636363,0.4109090909090909,0.5563636363636364,1.0072727272727273,18,Evening (17:00 - 20:59),Medium
118,2025-08-10,UA,ORD,EDI,114,7,1,1,3,154.0,38.0,116.0,0.0,2025-08-10 18:40:00+00:00,2025-08-11 08:25:00+00:00,2025-08-10 19:34:00+00:00,2025-08-11 09:15:00+00:00,176.0,B757-200,Mainline,90.0,108.0,75.0,US,GB,54.0,50.0,15.0,18.0,1,0.7532467532467533,7,0.02631578947368421,1.711111111111111,1.2666666666666666,0.16666666666666666,2.977777777777778,18,Evening (17:00 - 20:59),HIGH
118,2025-08-11,UA,ORD,EDI,87,3,1,0,4,96.0,42.0,54.0,0.0,2025-08-11 18:40:00+00:00,2025-08-12 08:25:00+00:00,2025-08-11 18:44:00+00:00,2025-08-12 08:16:00+00:00,176.0,B757-200,Mainline,90.0,116.0,75.0,US,GB,4.0,-9.0,15.0,26.0,1,0.5625,0,0.04597701149425287,1.0666666666666667,0.9666666666666667,0.16666666666666666,2.033333333333333,18,Evening (17:00 - 20:59),Medium
118,2025-08-12,UA,ORD,EDI,88,8,3,1,3,139.0,52.0,87.0,0.0,2025-08-12 18:40:00+00:00,2025-08-13 08:25:00+00:00,2025-08-12 22:29:00+00:00,2025-08-13 12:05:00+00:00,176.0,B757-200,Mainline,247.0,93.0,75.0,US,GB,229.0,220.0,172.0,-154.0,1,0.6258992805755396,24,0.03409090909090909,0.562753036437247,0.3562753036437247,0.6963562753036437,0.9190283400809717,18,Evening (17:00 - 20:59),HIGH
118,2025-08-13,UA,ORD,EDI,124,8,3,1,9,169.0,74.0,95.0,0.0,2025-08-13 18:40:00+00:00,2025-08-14 08:25:00+00:00,2025-08-13 19:25:00+00:00,2025-08-14 09:04:00+00:00,176.0,B757-200,Mainline,90.0,86.0,75.0,US,GB,45.0,39.0,15.0,-4.0,1,0.5621301775147929,24,0.07258064516129033,1.8777777777777778,1.3777777777777778,0.16666666666666666,3.2555555555555555,18,Evening (17:00 - 20:59),HIGH
118,2025-08-15,UA,ORD,EDI,98,1,0,1,3,181.0,67.0,114.0,0.0,2025-08-15 18:40:00+00:00,2025-08-16 08:25:00+00:00,2025-08-15 18:43:00+00:00,2025-08-16 08:40:00+00:00,176.0,B757-200,Mainline,290.0,286.0,122.0,US,GB,3.0,15.0,168.0,-4.0,1,0.6298342541436464,0,0.030612244897959183,0.6241379310344828,0.33793103448275863,0.5793103448275863,0.9620689655172414,18,Evening (17:00 - 20:59),Medium
202,2025-08-02,UA,ORD,OGG,135,33,5,5,0,257.0,173.0,84.0,0.0,2025-08-02 09:20:00+00:00,2025-08-02 13:14:00+00:00,2025-08-02 09:18:00+00:00,2025-08-02 13:29:00+00:00,257.0,B787-9,Mainline,920.0,845.0,155.0,US,US,-2.0,15.0,765.0,-75.0,0,0.32684824902723736,825,0.0,0.2793478260869565,0.14673913043478262,0.8315217391304348,0.4260869565217391,9,Morning (06:00 - 10:59),Low
202,2025-08-09,UA,ORD,OGG,144,33,10,2,4,230.0,164.0,65.0,1.0,2025-08-09 09:20:00+00:00,2025-08-09 13:14:00+00:00,2025-08-09 09:13:00+00:00,2025-08-09 12:58:00+00:00,243.0,B787-8,Mainline,910.0,832.0,150.0,US,US,-7.0,-16.0,760.0,-78.0,0,0.2826086956521739,660,0.027777777777777776,0.25274725274725274,0.15824175824175823,0.8351648351648352,0.41098901098901097,9,Morning (06:00 - 10:59),Low
219,2025-08-01,UA,ORD,HNL,189,33,7,1,6,329.0,178.0,118.0,33.0,2025-08-01 09:30:00+00:00,2025-08-01 13:30:00+00:00,2025-08-01 09:50:00+00:00,2025-08-01 13:42:00+00:00,318.0,B787-10,Mainline,165.0,205.0,155.0,US,US,20.0,12.0,10.0,40.0,0,0.3586626139817629,231,0.031746031746031744,1.993939393939394,1.1454545454545455,0.06060606060606061,3.139393939393939,9,Morning (06:00 - 10:59),Medium
219,2025-08-02,UA,ORD,HNL,190,27,3,0,4,329.0,157.0,149.0,23.0,2025-08-02 09:30:00+00:00,2025-08-02 13:30:00+00:00,2025-08-02 10:02:00+00:00,2025-08-02 13:57:00+00:00,318.0,B787-10,Mainline,165.0,173.0,155.0,US,US,32.0,27.0,10.0,8.0,0,0.45288753799392095,0,0.021052631578947368,1.993939393939394,1.1515151515151516,0.06060606060606061,3.1454545454545455,9,Morning (06:00 - 10:59),HIGH
219,2025-08-03,UA,ORD,HNL,226,21,3,4,3,326.0,123.0,177.0,26.0,2025-08-03 09:30:00+00:00,2025-08-03 13:30:00+00:00,2025-08-03 09:25:00+00:00,2025-08-03 13:00:00+00:00,318.0,B787-10,Mainline,191.0,206.0,88.0,US,US,-5.0,-30.0,103.0,15.0,0,0.5429447852760736,252,0.01327433628318584,1.706806282722513,1.1832460732984293,0.5392670157068062,2.8900523560209423,9,Morning (06:00 - 10:59),Low
219,2025-08-04,UA,ORD,HNL,206,25,2,2,9,307.0,138.0,157.0,12.0,2025-08-04 09:30:00+00:00,2025-08-04 13:30:00+00:00,2025-08-04 09:30:00+00:00,2025-08-04 13:10:00+00:00,318.0,B787-10,Mainline,165.0,172.0,155.0,US,US,0.0,-20.0,10.0,7.0,0,0.511400651465798,100,0.043689320388349516,1.8606060606060606,1.2484848484848485,0.06060606060606061,3.109090909090909,9,Morning (06:00 - 10:59),Low
219,2025-08-05,UA,ORD,HNL,188,29,2,1,11,296.0,137.0,145.0,14.0,2025-08-05 09:30:00+00:00,2025-08-05 13:30:00+00:00,2025-08-05 09:26:00+00:00,2025-08-05 13:19:00+00:00,318.0,B787-10,Mainline,191.0,203.0,88.0,US,US,-4.0,-11.0,103.0,12.0,0,0.48986486486486486,58,0.05851063829787234,1.549738219895288,0.9842931937172775,0.5392670157068062,2.5340314136125652,9,Morning (06:00 - 10:59),Low
219,2025-08-06,UA,ORD,HNL,196,23,4,3,6,286.0,106.0,164.0,16.0,2025-08-06 09:30:00+00:00,2025-08-06 13:30:00+00:00,2025-08-06 09:24:00+00:00,2025-08-06 13:05:00+00:00,318.0,B787-10,Mainline,165.0,188.0,155.0,US,US,-6.0,-25.0,10.0,23.0,0,0.5734265734265734,276,0.030612244897959183,1.7333333333333334,1.187878787878788,0.06060606060606061,2.9212121212121214,9,Morning (06:00 - 10:59),Low
219,2025-08-07,UA,ORD,HNL,217,29,7,3,7,318.0,158.0,150.0,10.0,2025-08-07 09:30:00+00:00,2025-08-07 13:30:00+00:00,2025-08-07 10:06:00+00:00,2025-08-07 13:35:00+00:00,318.0,B787-10,Mainline,165.0,155.0,155.0,US,US,36.0,5.0,10.0,-10.0,0,0.4716981132075472,609,0.03225806451612903,1.9272727272727272,1.3151515151515152,0.06060606060606061,3.242424242424242,9,Morning (06:00 - 10:59),HIGH
219,2025-08-08,UA,ORD,HNL,197,22,5,0,7,317.0,116.0,182.0,19.0,2025-08-08 09:30:00+00:00,2025-08-08 13:30:00+00:00,2025-08-08 09:23:00+00:00,2025-08-08 13:02:00+00:00,318.0,B787-10,Mainline,191.0,196.0,88.0,US,US,-7.0,-28.0,103.0,5.0,0,0.5741324921135647,0,0.03553299492385787,1.6596858638743455,1.031413612565445,0.5392670157068062,2.6910994764397906,9,Morning (06:00 - 10:59),Low
219,2025-08-09,UA,ORD,HNL,216,26,4,2,5,298.0,169.0,102.0,27.0,2025-08-09 09:30:00+00:00,2025-08-09 13:30:00+00:00,2025-08-09 09:41:00+00:00,2025-08-09 13:35:00+00:00,318.0,B787-10,Mainline,191.0,210.0,88.0,US,US,11.0,5.0,103.0,19.0,0,0.3422818791946309,208,0.023148148148148147,1.5602094240837696,1.130890052356021,0.5392670157068062,2.6910994764397906,9,Morning (06:00 - 10:59),Medium
219,2025-08-10,UA,ORD,HNL,223,11,2,1,7,313.0,121.0,177.0,15.0,2025-08-10 09:30:00+00:00,2025-08-10 13:30:00+00:00,2025-08-10 10:02:00+00:00,2025-08-10 14:08:00+00:00,318.0,B787-10,Mainline,165.0,199.0,155.0,US,US,32.0,38.0,10.0,34.0,0,0.5654952076677316,22,0.03139013452914798,1.896969696969697,1.3515151515151516,0.06060606060606061,3.2484848484848485,9,Morning (06:00 - 10:59),HIGH
219,2025-08-11,UA,ORD,HNL,222,21,3,3,2,295.0,90.0,175.0,30.0,2025-08-11 09:30:00+00:00,2025-08-11 13:30:00+00:00,2025-08-11 09:22:00+00:00,2025-08-11 13:45:00+00:00,318.0,B787-10,Mainline,191.0,193.0,88.0,US,US,-8.0,15.0,103.0,2.0,0,0.5932203389830508,189,0.009009009009009009,1.544502617801047,1.162303664921466,0.5392670157068062,2.7068062827225132,9,Morning (06:00 - 10:59),Low
219,2025-08-12,UA,ORD,HNL,190,28,7,4,6,289.0,92.0,159.0,38.0,2025-08-12 09:30:00+00:00,2025-08-12 13:30:00+00:00,2025-08-12 09:27:00+00:00,2025-08-12 13:02:00+00:00,318.0,B787-10,Mainline,191.0,181.0,88.0,US,US,-3.0,-28.0,103.0,-10.0,0,0.5501730103806228,784,0.031578947368421054,1.513089005235602,0.9947643979057592,0.5392670157068062,2.507853403141361,9,Morning (06:00 - 10:59),Low
219,2025-08-13,UA,ORD,HNL,187,18,6,2,9,298.0,125.0,152.0,21.0,2025-08-13 09:30:00+00:00,2025-08-13 13:30:00+00:00,2025-08-13 11:01:00+00:00,2025-08-13 14:18:00+00:00,318.0,B787-10,Mainline,191.0,301.0,88.0,US,US,91.0,48.0,103.0,110.0,0,0.5100671140939598,216,0.0481283422459893,1.5602094240837696,0.9790575916230366,0.5392670157068062,2.5392670157068062,9,Morning (06:00 - 10:59),HIGH
219,2025-08-14,UA,ORD,HNL,200,16,3,0,3,296.0,96.0,171.0,29.0,2025-08-14 09:30:00+00:00,2025-08-14 13:30:00+00:00,2025-08-14 09:41:00+00:00,2025-08-14 13:30:00+00:00,318.0,B787-10,Mainline,165.0,168.0,155.0,US,US,11.0,0.0,10.0,3.0,0,0.5777027027027027,0,0.015,1.793939393939394,1.2121212121212122,0.06060606060606061,3.006060606060606,9,Morning (06:00 - 10:59),Medium
219,2025-08-15,UA,ORD,HNL,215,11,2,4,5,336.0,120.0,198.0,18.0,2025-08-15 09:30:00+00:00,2025-08-15 13:30:00+00:00,2025-08-15 09:21:00+00:00,2025-08-15 13:53:00+00:00,318.0,B787-10,Mainline,191.0,206.0,88.0,US,US,-9.0,23.0,103.0,15.0,0,0.5892857142857143,88,0.023255813953488372,1.7591623036649215,1.12565445026178,0.5392670157068062,2.884816753926702,9,Morning (06:00 - 10:59),Low
224,2025-08-01,UA,ORD,BZN,96,9,2,1,3,129.0,67.0,52.0,10.0,2025-08-01 09:04:00+00:00,2025-08-01 11:31:00+00:00,2025-08-01 09:10:00+00:00,2025-08-01 11:26:00+00:00,166.0,B737-800,Mainline,206.0,84.0,60.0,US,US,6.0,-5.0,146.0,-122.0,0,0.40310077519379844,18,0.03125,0.6262135922330098,0.46601941747572817,0.7087378640776699,1.0922330097087378,9,Morning (06:00 - 10:59),Medium
224,2025-08-02,UA,ORD,BZN,113,20,7,4,2,123.0,53.0,62.0,8.0,2025-08-02 09:20:00+00:00,2025-08-02 11:47:00+00:00,2025-08-02 09:14:00+00:00,2025-08-02 11:33:00+00:00,166.0,B737-800,Mainline,111.0,110.0,51.0,US,US,-6.0,-14.0,60.0,-1.0,0,0.5040650406504065,560,0.017699115044247787,1.1081081081081081,1.018018018018018,0.5405405405405406,2.126126126126126,9,Morning (06:00 - 10:59),Low
224,2025-08-03,UA,ORD,BZN,100,18,4,1,5,110.0,56.0,54.0,0.0,2025-08-03 09:20:00+00:00,2025-08-03 11:47:00+00:00,2025-08-03 09:48:00+00:00,2025-08-03 11:57:00+00:00,166.0,B737-800,Mainline,23.0,55.0,51.0,US,US,28.0,10.0,-28.0,32.0,0,0.4909090909090909,72,0.05,4.782608695652174,4.3478260869565215,-1.2173913043478262,9.130434782608695,9,Morning (06:00 - 10:59),HIGH
224,2025-08-04,UA,ORD,BZN,112,3,0,1,0,125.0,48.0,68.0,9.0,2025-08-04 09:20:00+00:00,2025-08-04 11:47:00+00:00,2025-08-04 09:14:00+00:00,2025-08-04 11:26:00+00:00,166.0,B737-800,Mainline,611.0,604.0,51.0,US,US,-6.0,-21.0,560.0,-7.0,0,0.544,0,0.0,0.20458265139116202,0.18330605564648117,0.9165302782324058,0.3878887070376432,9,Morning (06:00 - 10:59),Low
224,2025-08-05,UA,ORD,BZN,106,15,1,1,4,129.0,75.0,54.0,0.0,2025-08-05 09:20:00+00:00,2025-08-05 11:47:00+00:00,2025-08-05 09:13:00+00:00,2025-08-05 11:31:00+00:00,166.0,B737-800,Mainline,111.0,95.0,51.0,US,US,-7.0,-16.0,60.0,-16.0,0,0.4186046511627907,15,0.03773584905660377,1.162162162162162,0.954954954954955,0.5405405405405406,2.1171171171171173,9,Morning (06:00 - 10:59),Low
224,2025-08-07,UA,ORD,BZN,124,8,0,1,4,98.0,49.0,46.0,3.0,2025-08-07 09:20:00+00:00,2025-08-07 11:47:00+00:00,2025-08-07 09:44:00+00:00,2025-08-07 11:48:00+00:00,166.0,B737-800,Mainline,86.0,128.0,51.0,US,US,24.0,1.0,35.0,42.0,0,0.46938775510204084,0,0.03225806451612903,1.1395348837209303,1.441860465116279,0.4069767441860465,2.5813953488372094,9,Morning (06:00 - 10:59),HIGH
224,2025-08-08,UA,ORD,BZN,119,14,4,1,1,117.0,38.0,72.0,7.0,2025-08-08 09:04:00+00:00,2025-08-08 11:31:00+00:00,2025-08-08 09:28:00+00:00,2025-08-08 11:49:00+00:00,166.0,B737-800,Mainline,7.0,52.0,51.0,US,US,24.0,18.0,-44.0,45.0,0,0.6153846153846154,56,0.008403361344537815,16.714285714285715,17.0,-6.285714285714286,33.714285714285715,9,Morning (06:00 - 10:59),HIGH
224,2025-08-09,UA,ORD,BZN,102,21,3,0,0,125.0,67.0,53.0,5.0,2025-08-09 09:20:00+00:00,2025-08-09 11:47:00+00:00,2025-08-09 09:06:00+00:00,2025-08-09 11:56:00+00:00,166.0,B737-800,Mainline,86.0,71.0,51.0,US,US,-14.0,9.0,35.0,-15.0,0,0.424,0,0.0,1.4534883720930232,1.186046511627907,0.4069767441860465,2.63953488372093,9,Morning (06:00 - 10:59),Low
224,2025-08-10,UA,ORD,BZN,120,10,1,1,7,131.0,57.0,72.0,2.0,2025-08-10 09:20:00+00:00,2025-08-10 11:47:00+00:00,2025-08-10 09:24:00+00:00,2025-08-10 11:46:00+00:00,179.0,B737-900,Mainline,699.0,723.0,56.0,US,US,4.0,-1.0,643.0,24.0,0,0.549618320610687,10,0.058333333333333334,0.18741058655221746,0.17167381974248927,0.9198855507868383,0.3590844062947067,9,Morning (06:00 - 10:59),Medium
